user_id,academic_year,branch,skills,quiz_q1_response,quiz_q2_response,quiz_q3_response,quiz_q4_response,quiz_q5_response,quiz_q6_response,quiz_q7_response,quiz_q8_response,quiz_q9_response,quiz_q10_response,visual_percent,auditory_percent,kinesthetic_percent,recommended_format,recommended_courses,recommended_books,recommended_blogs
5373,First Year (FE),Information Technology,"HTML, Linux, C++",C,C,A,C,C,A,C,C,B,B,34,22,44,Projects,"Cybersecurity Basics, AWS Cloud Essentials, Intro to DSA","AI: A Modern Approach, You Don’t Know JS",towardsdatascience.com
5374,Second Year (SE),Artificial Intelligence and Machine Learning,"AWS, C++, SQL, Java, Figma",C,C,A,A,A,C,A,A,C,B,54,17,29,Videos,"ML Bootcamp, AWS Cloud Essentials, Intro to DSA",You Don’t Know JS,"freecodecamp.org, medium.com"
5375,First Year (FE),Information Technology,"Docker, HTML",A,A,C,A,C,C,C,C,A,C,23,50,27,Podcasts,"ML Bootcamp, Cybersecurity Basics",Python Crash Course,"towardsdatascience.com, geeksforgeeks.org"
5376,First Year (FE),Artificial Intelligence and Machine Learning,"Linux, AWS, React, Python, CSS",A,C,B,C,A,A,A,B,B,A,49,22,29,Videos,"ML Bootcamp, Cybersecurity Basics, Frontend Crash Course","Design Patterns, You Don’t Know JS","geeksforgeeks.org, dev.to"
5377,Third Year (TE),Electronics and Computer Engineering,"AWS, JavaScript, CSS",A,A,C,C,C,C,C,B,A,A,47,44,9,Videos,"ML Bootcamp, Intro to DSA","Design Patterns, Clean Code",towardsdatascience.com
5378,Final Year (BE),Computer Science Engineering,"Java, C++, SQL, JavaScript, Docker",B,A,B,B,B,A,B,A,B,C,32,38,30,Podcasts,Cybersecurity Basics,Design Patterns,medium.com
5379,Final Year (BE),Artificial Intelligence and Machine Learning,"Python, C++, Docker",C,C,B,A,B,A,C,A,C,C,53,18,29,Videos,"Frontend Crash Course, AWS Cloud Essentials, ML Bootcamp","You Don’t Know JS, Design Patterns",medium.com
5380,First Year (FE),Computer Science Engineering,"Python, Docker, AWS",B,A,A,A,C,C,A,B,A,C,17,51,32,Podcasts,AWS Cloud Essentials,"Clean Code, Python Crash Course",dev.to
5381,Second Year (SE),Electronics & Communication,"Figma, HTML, Java, AWS, JavaScript",C,C,C,A,C,C,C,C,B,A,51,26,23,Videos,"ML Bootcamp, Intro to DSA",Clean Code,dev.to
5382,Second Year (SE),Electronics & Communication,"Java, CSS",B,B,B,B,C,C,C,B,B,B,28,69,3,Podcasts,"Cybersecurity Basics, Frontend Crash Course, AWS Cloud Essentials",AI: A Modern Approach,"medium.com, towardsdatascience.com"
5383,Final Year (BE),Artificial Intelligence and Machine Learning,"AWS, C++",B,A,A,A,B,C,C,B,B,A,47,38,15,Videos,Frontend Crash Course,"Design Patterns, AI: A Modern Approach",geeksforgeeks.org
5384,Second Year (SE),Computer Science Engineering,"JavaScript, HTML, Java",A,C,C,B,B,B,C,C,B,B,13,84,3,Podcasts,"ML Bootcamp, Frontend Crash Course, Intro to DSA","Design Patterns, Python Crash Course",dev.to
5385,First Year (FE),Information Technology,"Java, SQL, React, CSS",A,B,A,B,C,B,A,A,C,A,17,25,58,Projects,"ML Bootcamp, Intro to DSA",Design Patterns,dev.to
5386,Second Year (SE),Electronics & Communication,"Docker, AWS, CSS, HTML",B,A,A,B,A,B,A,B,A,B,56,20,24,Videos,Intro to DSA,Design Patterns,"towardsdatascience.com, dev.to"
5387,Final Year (BE),Information Technology,"SQL, Linux, Figma, HTML, Java",A,B,A,B,A,A,C,A,A,C,46,31,23,Videos,"Intro to DSA, ML Bootcamp, AWS Cloud Essentials",Design Patterns,"medium.com, towardsdatascience.com"
5388,Third Year (TE),Artificial Intelligence and Machine Learning,"C++, CSS",A,A,C,C,C,A,B,C,C,B,51,49,0,Videos,Frontend Crash Course,Clean Code,freecodecamp.org
5389,Second Year (SE),Electronics and Computer Engineering,"C++, React, HTML, Java",B,B,A,C,B,C,A,B,B,A,18,47,35,Podcasts,"Frontend Crash Course, Intro to DSA",Clean Code,dev.to
5390,Second Year (SE),Computer Science Engineering,"React, JavaScript, Docker, Figma",A,B,B,B,A,B,C,A,B,C,16,23,61,Projects,ML Bootcamp,"Design Patterns, Clean Code","geeksforgeeks.org, dev.to"
5391,Second Year (SE),Electronics and Computer Engineering,"React, JavaScript, Linux",B,A,A,B,C,B,A,A,A,C,55,26,19,Videos,Frontend Crash Course,Clean Code,"medium.com, dev.to"
5392,Second Year (SE),Computer Science Engineering,"Figma, AWS",C,A,B,A,B,B,A,C,C,B,40,55,5,Podcasts,"ML Bootcamp, Intro to DSA","Design Patterns, Python Crash Course","freecodecamp.org, dev.to"
5393,First Year (FE),Electronics and Computer Engineering,"Figma, React, HTML, C++",B,C,A,A,A,B,B,B,C,B,33,50,17,Podcasts,"Cybersecurity Basics, Intro to DSA","Python Crash Course, Design Patterns","geeksforgeeks.org, medium.com"
5394,Third Year (TE),Electronics & Communication,"C++, JavaScript",A,C,B,B,B,A,B,C,C,C,24,64,12,Podcasts,Frontend Crash Course,Clean Code,dev.to
5395,Second Year (SE),Artificial Intelligence and Machine Learning,"CSS, C++, Java, React, Python",C,B,C,A,B,C,C,B,A,C,36,55,9,Podcasts,"ML Bootcamp, Cybersecurity Basics",Python Crash Course,dev.to
5396,First Year (FE),Information Technology,"AWS, HTML",C,C,A,C,C,C,B,B,A,B,25,71,4,Podcasts,"Intro to DSA, Cybersecurity Basics",Design Patterns,"geeksforgeeks.org, freecodecamp.org"
5397,First Year (FE),Electronics & Communication,"Figma, Java",B,C,A,C,A,A,B,A,C,B,42,37,21,Videos,"Cybersecurity Basics, Intro to DSA",You Don’t Know JS,geeksforgeeks.org
5398,Second Year (SE),Information Technology,"HTML, Python, AWS",B,B,C,A,B,A,A,C,B,A,40,39,21,Videos,"Cybersecurity Basics, ML Bootcamp","Clean Code, Python Crash Course",freecodecamp.org
5399,First Year (FE),Artificial Intelligence and Machine Learning,"Linux, React",C,A,A,B,C,B,C,A,C,B,33,55,12,Podcasts,"Intro to DSA, AWS Cloud Essentials, ML Bootcamp","Design Patterns, You Don’t Know JS",geeksforgeeks.org
5400,Final Year (BE),Electronics and Computer Engineering,"CSS, Figma, HTML, Docker",B,B,A,A,A,B,B,C,C,C,49,31,20,Videos,AWS Cloud Essentials,"AI: A Modern Approach, Python Crash Course","medium.com, geeksforgeeks.org"
5401,First Year (FE),Information Technology,"Python, CSS, React, Java",B,C,B,B,B,C,A,C,C,B,60,29,11,Videos,"Cybersecurity Basics, Intro to DSA, AWS Cloud Essentials","You Don’t Know JS, Python Crash Course",geeksforgeeks.org
5402,First Year (FE),Electronics and Computer Engineering,"C++, AWS, CSS, Figma",A,B,A,A,A,B,A,C,B,C,53,15,32,Videos,Cybersecurity Basics,Design Patterns,"medium.com, freecodecamp.org"
5403,Third Year (TE),Artificial Intelligence and Machine Learning,"Java, SQL",C,B,C,B,A,B,A,A,C,C,57,12,31,Videos,"Intro to DSA, Frontend Crash Course","Python Crash Course, AI: A Modern Approach",medium.com
5404,Second Year (SE),Artificial Intelligence and Machine Learning,"React, Figma",A,B,A,B,B,C,B,B,B,C,20,32,48,Projects,"ML Bootcamp, AWS Cloud Essentials, Intro to DSA","Design Patterns, Python Crash Course","dev.to, medium.com"
5405,Third Year (TE),Information Technology,"Docker, C++, Linux, Figma, AWS",C,C,C,A,C,C,A,B,C,C,19,63,18,Podcasts,"AWS Cloud Essentials, Frontend Crash Course, ML Bootcamp",Design Patterns,"medium.com, dev.to"
5406,Second Year (SE),Information Technology,"Python, JavaScript, AWS, Docker",A,A,A,A,B,C,A,B,A,C,47,37,16,Videos,"AWS Cloud Essentials, Intro to DSA","Design Patterns, Python Crash Course","geeksforgeeks.org, freecodecamp.org"
5407,Second Year (SE),Computer Science Engineering,"Docker, Linux",C,C,B,B,B,A,C,C,A,B,42,20,38,Videos,"ML Bootcamp, AWS Cloud Essentials, Frontend Crash Course","Design Patterns, Clean Code",geeksforgeeks.org
5408,Third Year (TE),Electronics and Computer Engineering,"Python, Docker",C,C,A,B,C,A,B,C,A,B,33,27,40,Projects,Cybersecurity Basics,You Don’t Know JS,"towardsdatascience.com, dev.to"
5409,Second Year (SE),Artificial Intelligence and Machine Learning,"HTML, SQL, Python, JavaScript, C++",C,B,C,A,A,A,B,C,B,A,15,68,17,Podcasts,Cybersecurity Basics,Python Crash Course,medium.com
5410,First Year (FE),Information Technology,"HTML, Docker, JavaScript, AWS, React",C,B,B,C,A,C,A,A,A,B,23,25,52,Projects,"Frontend Crash Course, Cybersecurity Basics",Design Patterns,"towardsdatascience.com, geeksforgeeks.org"
5411,Third Year (TE),Computer Science Engineering,"Docker, C++, Linux",B,A,B,A,C,C,A,B,B,A,26,69,5,Podcasts,"Frontend Crash Course, AWS Cloud Essentials","Design Patterns, You Don’t Know JS",freecodecamp.org
5412,Third Year (TE),Electronics and Computer Engineering,"CSS, Figma, React",B,C,C,C,A,B,C,C,A,C,16,74,10,Podcasts,"Cybersecurity Basics, Intro to DSA",Python Crash Course,"towardsdatascience.com, dev.to"
5413,First Year (FE),Electronics & Communication,"React, Docker, JavaScript",C,C,C,C,B,A,C,C,A,C,39,44,17,Podcasts,"Cybersecurity Basics, AWS Cloud Essentials","Clean Code, AI: A Modern Approach","geeksforgeeks.org, towardsdatascience.com"
5414,Second Year (SE),Artificial Intelligence and Machine Learning,"Linux, HTML, SQL, C++",B,C,B,C,A,A,C,C,C,A,46,51,3,Podcasts,"Intro to DSA, ML Bootcamp","Design Patterns, Clean Code",freecodecamp.org
5415,Second Year (SE),Computer Science Engineering,"React, Python, AWS, Linux",A,A,B,A,A,A,A,A,A,C,14,65,21,Podcasts,ML Bootcamp,AI: A Modern Approach,"dev.to, towardsdatascience.com"
5416,Final Year (BE),Artificial Intelligence and Machine Learning,"Docker, JavaScript, HTML",C,A,C,C,A,A,A,A,C,C,11,76,13,Podcasts,Cybersecurity Basics,Design Patterns,medium.com
5417,Third Year (TE),Electronics & Communication,"Python, Java, Figma, AWS",C,C,A,B,B,B,A,A,C,A,42,27,31,Videos,"Cybersecurity Basics, AWS Cloud Essentials, Intro to DSA","AI: A Modern Approach, Clean Code",geeksforgeeks.org
5418,Third Year (TE),Information Technology,"AWS, Docker, JavaScript, Figma, Java",B,C,C,B,C,A,C,A,B,C,30,45,25,Podcasts,Cybersecurity Basics,"Design Patterns, Python Crash Course",medium.com
5419,Second Year (SE),Computer Science Engineering,"SQL, Linux, JavaScript, AWS, Figma",A,B,A,B,B,B,B,A,B,B,15,15,70,Projects,ML Bootcamp,AI: A Modern Approach,towardsdatascience.com
5420,Third Year (TE),Information Technology,"React, Linux, SQL, C++",B,C,A,B,C,B,A,C,B,A,29,32,39,Projects,ML Bootcamp,"AI: A Modern Approach, Clean Code","geeksforgeeks.org, dev.to"
5421,Final Year (BE),Computer Science Engineering,"JavaScript, C++",C,C,A,B,B,A,C,A,C,B,22,24,54,Projects,"Intro to DSA, Cybersecurity Basics",You Don’t Know JS,towardsdatascience.com
5422,First Year (FE),Information Technology,"Docker, CSS, Python, Java",B,B,C,B,B,A,A,B,C,C,30,18,52,Projects,AWS Cloud Essentials,"Python Crash Course, AI: A Modern Approach","towardsdatascience.com, medium.com"
5423,Final Year (BE),Computer Science Engineering,"Docker, Python, SQL, CSS",C,C,B,B,C,C,A,A,A,A,19,44,37,Podcasts,Cybersecurity Basics,Clean Code,"geeksforgeeks.org, dev.to"
5424,First Year (FE),Electronics & Communication,"AWS, JavaScript, Linux",A,B,C,B,A,A,C,B,C,B,46,12,42,Videos,"Intro to DSA, AWS Cloud Essentials","Clean Code, Design Patterns","dev.to, medium.com"
5425,Second Year (SE),Information Technology,"Java, SQL, HTML",B,A,C,C,C,A,C,B,A,B,30,19,51,Projects,Frontend Crash Course,Design Patterns,towardsdatascience.com
5426,First Year (FE),Artificial Intelligence and Machine Learning,"AWS, Python, HTML, Linux",B,C,B,A,A,C,B,A,B,B,23,10,67,Projects,"ML Bootcamp, Intro to DSA, AWS Cloud Essentials",You Don’t Know JS,"dev.to, geeksforgeeks.org"
5427,Second Year (SE),Electronics & Communication,"Java, React, Linux, Python",C,C,B,C,C,A,A,B,B,B,10,25,65,Projects,"AWS Cloud Essentials, Frontend Crash Course, Cybersecurity Basics","Python Crash Course, AI: A Modern Approach","towardsdatascience.com, geeksforgeeks.org"
5428,Third Year (TE),Computer Science Engineering,"HTML, Linux, JavaScript, SQL, C++",C,B,B,A,A,B,A,B,B,A,16,80,4,Podcasts,"Cybersecurity Basics, ML Bootcamp, Intro to DSA","AI: A Modern Approach, Design Patterns","medium.com, towardsdatascience.com"
5429,Final Year (BE),Electronics and Computer Engineering,"AWS, C++, JavaScript, SQL, Linux",C,A,B,B,A,A,B,C,C,C,53,17,30,Videos,Frontend Crash Course,"Clean Code, Python Crash Course",geeksforgeeks.org
5430,Final Year (BE),Artificial Intelligence and Machine Learning,"CSS, React, Linux",A,C,A,C,C,A,C,C,B,B,14,67,19,Podcasts,"AWS Cloud Essentials, Intro to DSA, Frontend Crash Course","You Don’t Know JS, Design Patterns",towardsdatascience.com
5431,Final Year (BE),Computer Science Engineering,"Java, Figma, HTML, C++, SQL",A,B,B,C,A,A,A,C,B,B,32,19,49,Projects,"Intro to DSA, Frontend Crash Course, ML Bootcamp",Clean Code,geeksforgeeks.org
5432,Final Year (BE),Information Technology,"SQL, HTML, C++, Docker",A,B,C,C,B,A,C,B,B,C,47,30,23,Videos,"ML Bootcamp, Intro to DSA",Python Crash Course,medium.com
5433,Third Year (TE),Electronics and Computer Engineering,"Linux, SQL",C,B,B,A,C,B,C,C,A,A,43,34,23,Videos,"ML Bootcamp, AWS Cloud Essentials, Frontend Crash Course","AI: A Modern Approach, Design Patterns","medium.com, freecodecamp.org"
5434,Second Year (SE),Artificial Intelligence and Machine Learning,"Python, JavaScript, Docker, HTML, Figma",A,A,C,A,A,B,B,C,C,C,17,22,61,Projects,"AWS Cloud Essentials, Intro to DSA",Clean Code,"towardsdatascience.com, geeksforgeeks.org"
5435,Third Year (TE),Artificial Intelligence and Machine Learning,"Java, CSS, React",A,C,C,B,A,B,A,A,C,A,32,49,19,Podcasts,"ML Bootcamp, Intro to DSA",AI: A Modern Approach,"medium.com, dev.to"
5436,Third Year (TE),Electronics & Communication,"C++, JavaScript",B,A,C,A,A,C,C,A,C,C,12,36,52,Projects,Frontend Crash Course,Clean Code,"medium.com, freecodecamp.org"
5437,Final Year (BE),Electronics & Communication,"Figma, HTML",B,B,A,A,A,C,B,C,C,B,33,47,20,Podcasts,"ML Bootcamp, Frontend Crash Course, AWS Cloud Essentials",Clean Code,dev.to
5438,Third Year (TE),Electronics & Communication,"C++, Docker, React",A,A,C,C,B,C,C,A,A,A,55,12,33,Videos,"Intro to DSA, Frontend Crash Course, AWS Cloud Essentials",Design Patterns,"freecodecamp.org, geeksforgeeks.org"
5439,Third Year (TE),Electronics & Communication,"React, C++, Figma, JavaScript",B,A,A,A,A,A,A,B,A,B,15,21,64,Projects,"AWS Cloud Essentials, ML Bootcamp",You Don’t Know JS,"freecodecamp.org, medium.com"
5440,Second Year (SE),Artificial Intelligence and Machine Learning,"SQL, JavaScript",A,C,B,A,A,A,C,A,A,B,59,11,30,Videos,AWS Cloud Essentials,"Python Crash Course, You Don’t Know JS",freecodecamp.org
5441,Third Year (TE),Computer Science Engineering,"AWS, Docker, Figma",B,B,C,C,C,C,A,A,C,A,38,25,37,Videos,"Intro to DSA, Frontend Crash Course","Python Crash Course, Clean Code","freecodecamp.org, geeksforgeeks.org"
5442,Final Year (BE),Information Technology,"SQL, Figma",A,A,C,A,C,C,B,C,A,C,42,23,35,Videos,"Intro to DSA, AWS Cloud Essentials, ML Bootcamp",You Don’t Know JS,"towardsdatascience.com, freecodecamp.org"
5443,First Year (FE),Information Technology,"React, C++, Figma, CSS, JavaScript",C,A,A,B,C,A,B,A,C,C,21,36,43,Projects,Frontend Crash Course,Python Crash Course,"freecodecamp.org, towardsdatascience.com"
5444,Second Year (SE),Electronics & Communication,"AWS, SQL, CSS, React, Java",A,A,C,B,B,A,A,A,A,A,29,37,34,Podcasts,"Frontend Crash Course, Intro to DSA, ML Bootcamp","AI: A Modern Approach, Design Patterns",geeksforgeeks.org
5445,First Year (FE),Artificial Intelligence and Machine Learning,"Python, Java, Docker, AWS",A,B,C,C,A,C,C,C,B,C,26,22,52,Projects,"ML Bootcamp, Cybersecurity Basics, Intro to DSA","Clean Code, Design Patterns",towardsdatascience.com
5446,Third Year (TE),Electronics & Communication,"JavaScript, SQL, AWS, C++",B,B,C,C,B,B,A,B,A,B,33,34,33,Podcasts,"AWS Cloud Essentials, Frontend Crash Course",Python Crash Course,medium.com
5447,Second Year (SE),Electronics and Computer Engineering,"CSS, Linux, Docker, C++",B,C,B,A,A,B,A,C,B,A,42,41,17,Videos,Cybersecurity Basics,"Design Patterns, Clean Code",towardsdatascience.com
5448,Final Year (BE),Electronics and Computer Engineering,"Python, Figma, React",A,B,A,B,A,A,C,B,A,C,12,50,38,Podcasts,AWS Cloud Essentials,"AI: A Modern Approach, Design Patterns","geeksforgeeks.org, freecodecamp.org"
5449,Third Year (TE),Information Technology,"HTML, Linux, Java",B,C,B,B,C,B,A,B,B,B,35,47,18,Podcasts,"Intro to DSA, AWS Cloud Essentials, ML Bootcamp","Python Crash Course, AI: A Modern Approach",medium.com
5450,Third Year (TE),Electronics and Computer Engineering,"Docker, React",B,B,C,A,B,C,B,C,C,A,53,32,15,Videos,"Cybersecurity Basics, Frontend Crash Course, ML Bootcamp","Python Crash Course, AI: A Modern Approach",towardsdatascience.com
5451,Third Year (TE),Artificial Intelligence and Machine Learning,"Figma, SQL, Java, React, Docker",C,C,B,C,B,B,B,A,B,A,28,51,21,Podcasts,Frontend Crash Course,"Python Crash Course, AI: A Modern Approach",medium.com
5452,Second Year (SE),Artificial Intelligence and Machine Learning,"HTML, SQL",C,B,A,A,A,C,A,B,A,A,45,29,26,Videos,"AWS Cloud Essentials, Frontend Crash Course, Cybersecurity Basics",Design Patterns,medium.com
5453,First Year (FE),Artificial Intelligence and Machine Learning,"SQL, Python",B,A,A,C,C,C,A,A,B,B,35,55,10,Podcasts,"ML Bootcamp, AWS Cloud Essentials",Design Patterns,"geeksforgeeks.org, towardsdatascience.com"
5454,Final Year (BE),Electronics and Computer Engineering,"C++, Python, Docker, AWS",B,C,B,A,B,B,B,B,A,B,40,10,50,Projects,Intro to DSA,"You Don’t Know JS, Clean Code","towardsdatascience.com, dev.to"
5455,Final Year (BE),Computer Science Engineering,"Java, Docker, AWS, HTML, Linux",B,A,C,C,B,B,C,B,B,A,53,25,22,Videos,Frontend Crash Course,"Python Crash Course, You Don’t Know JS","freecodecamp.org, towardsdatascience.com"
5456,Third Year (TE),Artificial Intelligence and Machine Learning,"CSS, C++",A,C,B,C,A,B,C,A,C,A,48,50,2,Podcasts,"ML Bootcamp, Cybersecurity Basics, Intro to DSA","Design Patterns, AI: A Modern Approach","geeksforgeeks.org, medium.com"
5457,Final Year (BE),Electronics & Communication,"AWS, Python, JavaScript, React, CSS",B,A,C,B,C,C,C,B,A,A,60,23,17,Videos,"Frontend Crash Course, Intro to DSA, Cybersecurity Basics",You Don’t Know JS,freecodecamp.org
5458,Second Year (SE),Information Technology,"React, CSS, Docker, Linux",B,B,C,B,C,C,B,B,A,A,45,41,14,Videos,"ML Bootcamp, Intro to DSA","Clean Code, Python Crash Course",towardsdatascience.com
5459,Third Year (TE),Computer Science Engineering,"HTML, Docker, SQL",A,A,C,A,B,B,B,A,A,A,46,46,8,Videos,"AWS Cloud Essentials, Cybersecurity Basics, Intro to DSA","Design Patterns, Clean Code","geeksforgeeks.org, medium.com"
5460,Final Year (BE),Information Technology,"CSS, Docker, Figma, HTML, Java",C,C,C,C,B,C,C,A,B,C,18,23,59,Projects,"Cybersecurity Basics, Intro to DSA, AWS Cloud Essentials","You Don’t Know JS, AI: A Modern Approach",freecodecamp.org
5461,First Year (FE),Information Technology,"AWS, React, Figma, HTML, Linux",B,A,A,A,A,A,C,A,C,B,11,32,57,Projects,"ML Bootcamp, Cybersecurity Basics, Intro to DSA","You Don’t Know JS, Python Crash Course",freecodecamp.org
5462,Final Year (BE),Electronics and Computer Engineering,"Linux, React, Java, CSS",B,A,C,B,A,B,A,B,A,A,22,61,17,Podcasts,"Intro to DSA, AWS Cloud Essentials, Frontend Crash Course",Python Crash Course,towardsdatascience.com
5463,First Year (FE),Computer Science Engineering,"AWS, Python, C++, JavaScript",B,B,A,B,B,A,A,A,B,A,48,38,14,Videos,"AWS Cloud Essentials, Frontend Crash Course","AI: A Modern Approach, Design Patterns","medium.com, towardsdatascience.com"
5464,First Year (FE),Information Technology,"SQL, HTML, AWS",A,B,A,B,A,B,C,C,A,B,18,57,25,Podcasts,"Frontend Crash Course, Cybersecurity Basics, AWS Cloud Essentials",Python Crash Course,"medium.com, freecodecamp.org"
5465,Third Year (TE),Artificial Intelligence and Machine Learning,"Figma, HTML, CSS, C++",B,A,C,A,B,A,C,A,B,B,35,43,22,Podcasts,Cybersecurity Basics,Python Crash Course,"freecodecamp.org, medium.com"
5466,Third Year (TE),Electronics & Communication,"HTML, Figma",A,C,A,C,A,C,B,A,C,B,13,72,15,Podcasts,AWS Cloud Essentials,"Clean Code, You Don’t Know JS",freecodecamp.org
5467,Final Year (BE),Artificial Intelligence and Machine Learning,"Linux, C++, Java, HTML, JavaScript",B,A,C,C,B,B,B,B,C,A,29,59,12,Podcasts,"ML Bootcamp, Intro to DSA, AWS Cloud Essentials","You Don’t Know JS, AI: A Modern Approach","dev.to, freecodecamp.org"
5468,Third Year (TE),Electronics & Communication,"Java, Linux, AWS, Python, C++",C,B,B,C,A,B,C,A,C,B,56,44,0,Videos,"Intro to DSA, ML Bootcamp, AWS Cloud Essentials",Clean Code,dev.to
